Team,Year,totalWins,totalLosses,BowlAppearances,BowlWins,All_Time_Win_Pct
illinois,1946.0,265.0,161.0,1,1,0.6220657276995305
illinois,1947.0,270.0,164.0,1,1,0.6221198156682027
illinois,1948.0,273.0,170.0,1,1,0.6162528216704289
illinois,1949.0,276.0,174.0,1,1,0.6133333333333333
illinois,1950.0,283.0,176.0,1,1,0.616557734204793
illinois,1951.0,292.0,176.0,2,2,0.6239316239316239
illinois,1952.0,296.0,181.0,2,2,0.6205450733752621
illinois,1953.0,303.0,182.0,2,2,0.6247422680412371
illinois,1954.0,304.0,190.0,2,2,0.6153846153846154
illinois,1955.0,309.0,193.0,2,2,0.6155378486055777
illinois,1956.0,311.0,198.0,2,2,0.6110019646365422
illinois,1957.0,315.0,203.0,2,2,0.6081081081081081
illinois,1958.0,319.0,208.0,2,2,0.6053130929791272
illinois,1959.0,324.0,211.0,2,2,0.6056074766355141
illinois,1960.0,329.0,215.0,2,2,0.6047794117647058
illinois,1961.0,329.0,224.0,2,2,0.5949367088607594
illinois,1962.0,331.0,231.0,2,2,0.5889679715302492
illinois,1963.0,339.0,232.0,3,3,0.5936952714535902
illinois,1964.0,345.0,235.0,3,3,0.5948275862068966
illinois,1965.0,351.0,239.0,3,3,0.5949152542372881
illinois,1966.0,355.0,245.0,3,3,0.5916666666666667
illinois,1967.0,359.0,251.0,3,3,0.5885245901639344
illinois,1968.0,360.0,260.0,3,3,0.5806451612903226
illinois,1969.0,360.0,270.0,3,3,0.5714285714285714
illinois,1970.0,363.0,277.0,3,3,0.5671875
illinois,1971.0,368.0,283.0,3,3,0.565284178187404
illinois,1972.0,371.0,291.0,3,3,0.5604229607250756
illinois,1973.0,376.0,297.0,3,3,0.5586924219910847
illinois,1974.0,382.0,301.0,3,3,0.5592972181551976
illinois,1975.0,387.0,307.0,3,3,0.5576368876080692
illinois,1976.0,392.0,313.0,3,3,0.5560283687943263
illinois,1977.0,395.0,321.0,3,3,0.5516759776536313
illinois,1978.0,396.0,329.0,3,3,0.5462068965517242
illinois,1979.0,398.0,337.0,3,3,0.5414965986394558
illinois,1980.0,401.0,344.0,3,3,0.538255033557047
illinois,1981.0,408.0,348.0,3,3,0.5396825396825397
illinois,1982.0,415.0,353.0,4,3,0.5403645833333334
illinois,1983.0,425.0,355.0,5,3,0.5448717948717948
illinois,1984.0,432.0,359.0,5,3,0.5461441213653603
illinois,1985.0,438.0,364.0,6,3,0.5461346633416458
illinois,1986.0,442.0,371.0,6,3,0.5436654366543665
illinois,1987.0,445.0,378.0,6,3,0.5407047387606319
illinois,1988.0,451.0,383.0,7,3,0.5407673860911271
illinois,1989.0,461.0,385.0,8,4,0.5449172576832151
illinois,1990.0,469.0,389.0,9,4,0.5466200466200466
illinois,1991.0,475.0,395.0,10,4,0.5459770114942529
illinois,1992.0,481.0,400.0,11,4,0.5459704880817253
illinois,1993.0,486.0,406.0,11,4,0.5448430493273543
illinois,1994.0,493.0,411.0,12,5,0.5453539823008849
illinois,1995.0,498.0,416.0,12,5,0.5448577680525164
illinois,1996.0,500.0,425.0,12,5,0.5405405405405406
illinois,1997.0,500.0,436.0,12,5,0.5341880341880342
illinois,1998.0,503.0,444.0,12,5,0.5311510031678986
illinois,1999.0,511.0,448.0,13,6,0.5328467153284672
illinois,2e3,516.0,454.0,13,6,0.5319587628865979
illinois,2001.0,526.0,456.0,14,6,0.5356415478615071
illinois,2002.0,531.0,463.0,14,6,0.53420523138833
illinois,2003.0,532.0,474.0,14,6,0.5288270377733598
illinois,2004.0,535.0,482.0,14,6,0.5260570304818093
illinois,2005.0,537.0,491.0,14,6,0.5223735408560312
illinois,2006.0,539.0,501.0,14,6,0.5182692307692308
illinois,2007.0,548.0,505.0,15,6,0.5204178537511871
illinois,2008.0,553.0,512.0,15,6,0.5192488262910798
illinois,2009.0,556.0,521.0,15,6,0.5162488393686165
illinois,2010.0,563.0,527.0,16,7,0.5165137614678899
illinois,2011.0,570.0,533.0,17,8,0.5167724388032638
illinois,2012.0,572.0,543.0,17,8,0.5130044843049327
illinois,2013.0,576.0,551.0,17,8,0.5110913930789707
illinois,2014.0,582.0,558.0,18,8,0.5105263157894737
illinois,2015.0,587.0,565.0,18,8,0.5095486111111112
illinois,2016.0,590.0,574.0,18,8,0.506872852233677
indiana,1899.0,6.0,2.0,0,0,0.75
indiana,1900.0,10.0,4.0,0,0,0.7142857142857143
indiana,1901.0,16.0,7.0,0,0,0.6956521739130435
indiana,1902.0,19.0,12.0,0,0,0.6129032258064516
indiana,1903.0,23.0,16.0,0,0,0.5897435897435898
indiana,1904.0,29.0,20.0,0,0,0.5918367346938775
indiana,1905.0,37.0,21.0,0,0,0.6379310344827587
indiana,1906.0,41.0,23.0,0,0,0.640625
indiana,1907.0,43.0,26.0,0,0,0.6231884057971014
indiana,1908.0,46.0,30.0,0,0,0.6052631578947368
indiana,1909.0,50.0,33.0,0,0,0.6024096385542169
indiana,1910.0,56.0,34.0,0,0,0.6222222222222222
indiana,1911.0,59.0,37.0,0,0,0.6145833333333334
indiana,1912.0,61.0,42.0,0,0,0.5922330097087378
indiana,1913.0,64.0,46.0,0,0,0.5818181818181818
indiana,1914.0,67.0,50.0,0,0,0.5726495726495726
indiana,1915.0,70.0,53.0,0,0,0.5691056910569106
indiana,1916.0,72.0,57.0,0,0,0.5581395348837209
indiana,1917.0,77.0,59.0,0,0,0.5661764705882353
indiana,1918.0,79.0,61.0,0,0,0.5642857142857143
indiana,1919.0,82.0,65.0,0,0,0.5578231292517006
indiana,1920.0,87.0,67.0,0,0,0.564935064935065
indiana,1921.0,90.0,71.0,0,0,0.5590062111801242
indiana,1922.0,91.0,75.0,0,0,0.5481927710843374
indiana,1923.0,94.0,79.0,0,0,0.5433526011560693
indiana,1924.0,98.0,83.0,0,0,0.5414364640883977
indiana,1925.0,101.0,87.0,0,0,0.5372340425531915
indiana,1926.0,104.0,92.0,0,0,0.5306122448979592
indiana,1927.0,107.0,96.0,0,0,0.5270935960591133
indiana,1928.0,111.0,100.0,0,0,0.5260663507109005
indiana,1929.0,113.0,106.0,0,0,0.5159817351598174
indiana,1930.0,115.0,111.0,0,0,0.5088495575221239
indiana,1931.0,117.0,116.0,0,0,0.5021459227467812
indiana,1932.0,120.0,120.0,0,0,0.5
indiana,1933.0,121.0,125.0,0,0,0.491869918699187
indiana,1934.0,124.0,128.0,0,0,0.49206349206349204
indiana,1935.0,128.0,131.0,0,0,0.4942084942084942
indiana,1936.0,133.0,133.0,0,0,0.5
indiana,1937.0,138.0,136.0,0,0,0.5036496350364964
indiana,1938.0,139.0,142.0,0,0,0.49466192170818507
indiana,1939.0,141.0,146.0,0,0,0.4912891986062718
indiana,1940.0,144.0,151.0,0,0,0.488135593220339
indiana,1941.0,146.0,157.0,0,0,0.48184818481848185
indiana,1942.0,153.0,160.0,0,0,0.48881789137380194
indiana,1943.0,157.0,164.0,0,0,0.48909657320872274
indiana,1944.0,164.0,167.0,0,0,0.4954682779456193
indiana,1945.0,173.0,167.0,0,0,0.5088235294117647
indiana,1946.0,179.0,170.0,0,0,0.5128939828080229
indiana,1947.0,184.0,173.0,0,0,0.5154061624649859
indiana,1948.0,186.0,180.0,0,0,0.5081967213114754
indiana,1949.0,187.0,188.0,0,0,0.49866666666666665
indiana,1950.0,190.0,193.0,0,0,0.4960835509138381
indiana,1951.0,192.0,200.0,0,0,0.4897959183673469
indiana,1952.0,194.0,207.0,0,0,0.4837905236907731
indiana,1953.0,196.0,214.0,0,0,0.47804878048780486
indiana,1954.0,199.0,220.0,0,0,0.47494033412887826
indiana,1955.0,202.0,226.0,0,0,0.4719626168224299
indiana,1956.0,205.0,232.0,0,0,0.4691075514874142
indiana,1957.0,206.0,240.0,0,0,0.4618834080717489
indiana,1958.0,211.0,243.0,0,0,0.4647577092511013
indiana,1959.0,215.0,247.0,0,0,0.4653679653679654
indiana,1960.0,216.0,255.0,0,0,0.4585987261146497
indiana,1961.0,218.0,262.0,0,0,0.45416666666666666
indiana,1962.0,221.0,268.0,0,0,0.45194274028629855
indiana,1963.0,224.0,274.0,0,0,0.4497991967871486
indiana,1964.0,226.0,281.0,0,0,0.4457593688362919
indiana,1965.0,228.0,289.0,0,0,0.4410058027079304
indiana,1966.0,229.0,297.0,0,0,0.435361216730038
indiana,1967.0,238.0,299.0,1,0,0.44320297951582865
indiana,1968.0,244.0,303.0,1,0,0.4460694698354662
indiana,1969.0,248.0,309.0,1,0,0.4452423698384201
indiana,1970.0,249.0,318.0,1,0,0.43915343915343913
indiana,1971.0,252.0,326.0,1,0,0.4359861591695502
indiana,1972.0,257.0,332.0,1,0,0.4363327674023769
indiana,1973.0,259.0,341.0,1,0,0.43166666666666664
indiana,1974.0,260.0,351.0,1,0,0.425531914893617
indiana,1975.0,262.0,359.0,1,0,0.4219001610305958
indiana,1976.0,267.0,365.0,1,0,0.4224683544303797
indiana,1977.0,272.0,370.0,1,0,0.4236760124610592
indiana,1978.0,276.0,377.0,1,0,0.4226646248085758
indiana,1979.0,284.0,381.0,2,1,0.4270676691729323
indiana,1980.0,290.0,386.0,2,1,0.4289940828402367
indiana,1981.0,293.0,394.0,2,1,0.4264919941775837
indiana,1982.0,298.0,400.0,2,1,0.4269340974212034
indiana,1983.0,301.0,408.0,2,1,0.4245416078984485
indiana,1984.0,301.0,419.0,2,1,0.41805555555555557
indiana,1985.0,305.0,426.0,2,1,0.4172366621067031
indiana,1986.0,311.0,432.0,3,1,0.4185733512786003
indiana,1987.0,319.0,436.0,4,1,0.42251655629139073
indiana,1988.0,327.0,439.0,5,2,0.42689295039164493
indiana,1989.0,332.0,445.0,5,2,0.4272844272844273
indiana,1990.0,338.0,450.0,6,2,0.4289340101522843
indiana,1991.0,345.0,454.0,7,3,0.43178973717146435
indiana,1992.0,350.0,460.0,7,3,0.43209876543209874
indiana,1993.0,358.0,464.0,8,3,0.43552311435523117
indiana,1994.0,364.0,469.0,8,3,0.4369747899159664
indiana,1995.0,366.0,478.0,8,3,0.43364928909952605
indiana,1996.0,369.0,486.0,8,3,0.43157894736842106
indiana,1997.0,371.0,495.0,8,3,0.4284064665127021
indiana,1998.0,375.0,502.0,8,3,0.427594070695553
indiana,1999.0,379.0,509.0,8,3,0.42680180180180183
indiana,2e3,382.0,517.0,8,3,0.42491657397107896
indiana,2001.0,387.0,523.0,8,3,0.42527472527472526
indiana,2002.0,390.0,532.0,8,3,0.4229934924078091
indiana,2003.0,392.0,542.0,8,3,0.4197002141327623
indiana,2004.0,395.0,550.0,8,3,0.41798941798941797
indiana,2005.0,399.0,557.0,8,3,0.41736401673640167
indiana,2006.0,404.0,564.0,8,3,0.41735537190082644
indiana,2007.0,411.0,570.0,9,3,0.41896024464831805
indiana,2008.0,414.0,579.0,9,3,0.4169184290030212
indiana,2009.0,418.0,587.0,9,3,0.41592039800995023
indiana,2010.0,423.0,594.0,9,3,0.415929203539823
indiana,2011.0,424.0,605.0,9,3,0.41205053449951407
indiana,2012.0,428.0,613.0,9,3,0.4111431316042267
indiana,2013.0,433.0,620.0,9,3,0.41120607787274455
indiana,2014.0,437.0,628.0,9,3,0.4103286384976526
indiana,2015.0,443.0,635.0,10,3,0.4109461966604824
indiana,2016.0,449.0,642.0,11,3,0.41154903758020167
iowa,1899.0,8.0,0.0,0,0,1.0
iowa,1900.0,15.0,0.0,0,0,1.0
iowa,1901.0,21.0,3.0,0,0,0.875
iowa,1902.0,26.0,7.0,0,0,0.7878787878787878
iowa,1903.0,35.0,9.0,0,0,0.7954545454545454
iowa,1904.0,42.0,13.0,0,0,0.7636363636363637
iowa,1905.0,50.0,15.0,0,0,0.7692307692307693
iowa,1906.0,52.0,18.0,0,0,0.7428571428571429
iowa,1907.0,55.0,20.0,0,0,0.7333333333333333
iowa,1908.0,57.0,25.0,0,0,0.6951219512195121
iowa,1909.0,59.0,29.0,0,0,0.6704545454545454
iowa,1910.0,64.0,31.0,0,0,0.6736842105263158
iowa,1911.0,67.0,35.0,0,0,0.6568627450980392
iowa,1912.0,71.0,38.0,0,0,0.6513761467889908
iowa,1913.0,76.0,40.0,0,0,0.6551724137931034
iowa,1914.0,80.0,43.0,0,0,0.6504065040650406
iowa,1915.0,83.0,47.0,0,0,0.6384615384615384
iowa,1916.0,87.0,50.0,0,0,0.635036496350365
iowa,1917.0,90.0,55.0,0,0,0.6206896551724138
iowa,1918.0,96.0,57.0,0,0,0.6274509803921569
iowa,1919.0,101.0,59.0,0,0,0.63125
iowa,1920.0,106.0,61.0,0,0,0.6347305389221557
iowa,1921.0,113.0,61.0,0,0,0.6494252873563219
iowa,1922.0,120.0,61.0,0,0,0.6629834254143646
iowa,1923.0,125.0,64.0,0,0,0.6613756613756614
iowa,1924.0,131.0,65.0,0,0,0.6683673469387755
iowa,1925.0,136.0,68.0,0,0,0.6666666666666666
iowa,1926.0,139.0,73.0,0,0,0.6556603773584906
iowa,1927.0,143.0,77.0,0,0,0.65
iowa,1928.0,149.0,79.0,0,0,0.6535087719298246
iowa,1929.0,153.0,81.0,0,0,0.6538461538461539
iowa,1930.0,157.0,85.0,0,0,0.6487603305785123
iowa,1931.0,158.0,91.0,0,0,0.6345381526104418
iowa,1932.0,159.0,98.0,0,0,0.6186770428015564
iowa,1933.0,164.0,101.0,0,0,0.6188679245283019
iowa,1934.0,166.0,106.0,0,0,0.6102941176470589
iowa,1935.0,170.0,108.0,0,0,0.6115107913669064
iowa,1936.0,173.0,112.0,0,0,0.6070175438596491
iowa,1937.0,174.0,119.0,0,0,0.5938566552901023
iowa,1938.0,175.0,125.0,0,0,0.5833333333333334
iowa,1939.0,181.0,126.0,0,0,0.5895765472312704
iowa,1940.0,185.0,130.0,0,0,0.5873015873015873
iowa,1941.0,188.0,135.0,0,0,0.5820433436532507
iowa,1942.0,194.0,139.0,0,0,0.5825825825825826
iowa,1943.0,195.0,145.0,0,0,0.5735294117647058
iowa,1944.0,196.0,152.0,0,0,0.5632183908045977
iowa,1945.0,198.0,159.0,0,0,0.5546218487394958
iowa,1946.0,203.0,163.0,0,0,0.5546448087431693
iowa,1947.0,206.0,168.0,0,0,0.5508021390374331
iowa,1948.0,210.0,173.0,0,0,0.5483028720626631
iowa,1949.0,214.0,178.0,0,0,0.5459183673469388
iowa,1950.0,217.0,183.0,0,0,0.5425
iowa,1951.0,219.0,188.0,0,0,0.538083538083538
iowa,1952.0,221.0,195.0,0,0,0.53125
iowa,1953.0,226.0,198.0,0,0,0.53301886792452835
iowa,1954.0,231.0,202.0,0,0,0.5334872979214781
iowa,1955.0,234.0,207.0,0,0,0.5306122448979592
iowa,1956.0,243.0,208.0,1,1,0.5388026607538803
iowa,1957.0,250.0,209.0,1,1,0.5446623093681917
iowa,1958.0,258.0,210.0,2,2,0.5512820512820513
iowa,1959.0,263.0,214.0,2,2,0.5513626834381551
iowa,1960.0,271.0,215.0,2,2,0.5576131687242798
iowa,1961.0,276.0,219.0,2,2,0.5575757575757576
iowa,1962.0,280.0,224.0,2,2,0.5555555555555556
iowa,1963.0,283.0,227.0,2,2,0.5549019607843138
iowa,1964.0,286.0,233.0,2,2,0.5510597302504817
iowa,1965.0,287.0,242.0,2,2,0.5425330812854442
iowa,1966.0,289.0,250.0,2,2,0.536178107606679
iowa,1967.0,290.0,258.0,2,2,0.5291970802919708
iowa,1968.0,295.0,263.0,2,2,0.5286738351254481
iowa,1969.0,300.0,268.0,2,2,0.528169014084507
iowa,1970.0,303.0,274.0,2,2,0.5251299826689775
iowa,1971.0,304.0,284.0,2,2,0.5170068027210885
iowa,1972.0,307.0,291.0,2,2,0.5133779264214047
iowa,1973.0,307.0,302.0,2,2,0.5041050903119869
iowa,1974.0,310.0,310.0,2,2,0.5
iowa,1975.0,313.0,318.0,2,2,0.4960380348652932
iowa,1976.0,318.0,324.0,2,2,0.4953271028037383
iowa,1977.0,322.0,331.0,2,2,0.49310872894333846
iowa,1978.0,324.0,340.0,2,2,0.4879518072289157
iowa,1979.0,329.0,346.0,2,2,0.4874074074074074
iowa,1980.0,333.0,353.0,2,2,0.48542274052478135
iowa,1981.0,341.0,357.0,3,2,0.4885386819484241
iowa,1982.0,349.0,361.0,4,3,0.4915492957746479
iowa,1983.0,358.0,364.0,5,3,0.49584487534626037
iowa,1984.0,366.0,368.0,6,4,0.4986376021798365
iowa,1985.0,376.0,370.0,7,4,0.5040214477211796
iowa,1986.0,385.0,373.0,8,5,0.5079155672823219
iowa,1987.0,395.0,376.0,9,6,0.5123216601815823
iowa,1988.0,401.0,380.0,10,6,0.5134443021766966
iowa,1989.0,406.0,386.0,10,6,0.5126262626262627
iowa,1990.0,414.0,390.0,11,6,0.5149253731343284
iowa,1991.0,424.0,391.0,12,6,0.5202453987730061
iowa,1992.0,429.0,398.0,12,6,0.5187424425634825
iowa,1993.0,435.0,404.0,13,6,0.5184743742550656
iowa,1994.0,440.0,409.0,13,6,0.5182567726737338
iowa,1995.0,448.0,413.0,14,7,0.5203252032520326
iowa,1996.0,457.0,416.0,15,8,0.5234822451317297
iowa,1997.0,464.0,421.0,16,8,0.5242937853107345
iowa,1998.0,467.0,429.0,16,8,0.5212053571428571
iowa,1999.0,468.0,439.0,16,8,0.515986769570011
iowa,2e3,471.0,448.0,16,8,0.5125136017410229
iowa,2001.0,478.0,453.0,17,9,0.5134264232008593
iowa,2002.0,489.0,455.0,18,9,0.5180084745762712
iowa,2003.0,499.0,458.0,19,10,0.5214211076280042
iowa,2004.0,509.0,460.0,20,11,0.5252837977296182
iowa,2005.0,516.0,465.0,21,11,0.5259938837920489
iowa,2006.0,522.0,472.0,22,11,0.5251509054325956
iowa,2007.0,528.0,478.0,22,11,0.5248508946322068
iowa,2008.0,537.0,482.0,23,12,0.5269872423945045
iowa,2009.0,548.0,484.0,24,13,0.5310077519379846
iowa,2010.0,556.0,489.0,25,14,0.5320574162679426
iowa,2011.0,563.0,495.0,26,14,0.5321361058601134
iowa,2012.0,567.0,503.0,26,14,0.5299065420560748
iowa,2013.0,575.0,508.0,27,14,0.530932594644506
iowa,2014.0,582.0,514.0,28,14,0.531021897810219
iowa,2015.0,594.0,516.0,29,14,0.5351351351351351
iowa,2016.0,602.0,521.0,30,14,0.5360641139804097
iowa-state,1895.0,3.0,4.0,0,0,0.42857142857142855
iowa-state,1899.0,8.0,8.0,0,0,0.5
iowa-state,1900.0,10.0,13.0,0,0,0.43478260869565216
iowa-state,1901.0,12.0,19.0,0,0,0.3870967741935484
iowa-state,1902.0,18.0,22.0,0,0,0.45
iowa-state,1903.0,26.0,23.0,0,0,0.5306122448979592
iowa-state,1904.0,33.0,25.0,0,0,0.5689655172413793
iowa-state,1905.0,39.0,28.0,0,0,0.582089552238806
iowa-state,1906.0,48.0,29.0,0,0,0.6233766233766234
iowa-state,1907.0,54.0,31.0,0,0,0.6352941176470588
iowa-state,1908.0,60.0,34.0,0,0,0.6382978723404256
iowa-state,1909.0,64.0,37.0,0,0,0.6336633663366337
iowa-state,1910.0,68.0,41.0,0,0,0.6238532110091743
iowa-state,1911.0,74.0,42.0,0,0,0.6379310344827587
iowa-state,1912.0,80.0,44.0,0,0,0.6451612903225806
iowa-state,1913.0,84.0,48.0,0,0,0.6363636363636364
iowa-state,1914.0,88.0,51.0,0,0,0.6330935251798561
iowa-state,1915.0,94.0,53.0,0,0,0.6394557823129252
iowa-state,1916.0,99.0,55.0,0,0,0.6428571428571429
iowa-state,1917.0,104.0,57.0,0,0,0.6459627329192547
iowa-state,1918.0,104.0,60.0,0,0,0.6341463414634146
iowa-state,1919.0,109.0,62.0,0,0,0.6374269005847953
iowa-state,1920.0,113.0,66.0,0,0,0.6312849162011173
iowa-state,1921.0,117.0,70.0,0,0,0.6256684491978609
iowa-state,1922.0,119.0,76.0,0,0,0.6102564102564103
iowa-state,1923.0,123.0,79.0,0,0,0.6089108910891089
iowa-state,1924.0,127.0,82.0,0,0,0.6076555023923444
iowa-state,1925.0,131.0,85.0,0,0,0.6064814814814815
iowa-state,1926.0,135.0,88.0,0,0,0.6053811659192825
iowa-state,1927.0,139.0,91.0,0,0,0.6043478260869565
iowa-state,1928.0,141.0,96.0,0,0,0.5949367088607594
iowa-state,1929.0,142.0,103.0,0,0,0.5795918367346938
iowa-state,1930.0,142.0,112.0,0,0,0.5590551181102362
iowa-state,1931.0,147.0,115.0,0,0,0.5610687022900763
iowa-state,1932.0,150.0,119.0,0,0,0.5576208178438662
iowa-state,1933.0,153.0,124.0,0,0,0.5523465703971119
iowa-state,1934.0,158.0,127.0,0,0,0.5543859649122806
iowa-state,1935.0,160.0,131.0,0,0,0.5498281786941581
iowa-state,1936.0,163.0,134.0,0,0,0.5488215488215489
iowa-state,1937.0,166.0,140.0,0,0,0.5424836601307189
iowa-state,1938.0,173.0,141.0,0,0,0.5509554140127388
iowa-state,1939.0,175.0,148.0,0,0,0.541795665634675
iowa-state,1940.0,179.0,153.0,0,0,0.5391566265060241
iowa-state,1941.0,181.0,159.0,0,0,0.5323529411764706
iowa-state,1942.0,184.0,165.0,0,0,0.5272206303724928
iowa-state,1943.0,188.0,169.0,0,0,0.5266106442577031
iowa-state,1944.0,194.0,170.0,0,0,0.532967032967033
iowa-state,1945.0,198.0,173.0,0,0,0.5336927223719676
iowa-state,1946.0,200.0,179.0,0,0,0.5277044854881267
iowa-state,1947.0,203.0,185.0,0,0,0.5231958762886598
iowa-state,1948.0,207.0,191.0,0,0,0.5201005025125628
iowa-state,1949.0,212.0,194.0,0,0,0.5221674876847291
iowa-state,1950.0,215.0,200.0,0,0,0.5180722891566265
iowa-state,1951.0,219.0,204.0,0,0,0.5177304964539007
iowa-state,1952.0,222.0,210.0,0,0,0.5138888888888888
iowa-state,1953.0,224.0,217.0,0,0,0.5079365079365079
iowa-state,1954.0,227.0,223.0,0,0,0.5044444444444445
iowa-state,1955.0,228.0,230.0,0,0,0.4978165938864629
iowa-state,1956.0,230.0,238.0,0,0,0.49145299145299143
iowa-state,1957.0,234.0,243.0,0,0,0.49056603773584906
iowa-state,1958.0,238.0,249.0,0,0,0.4887063655030801
iowa-state,1959.0,245.0,252.0,0,0,0.49295774647887325
iowa-state,1960.0,252.0,255.0,0,0,0.4970414201183432
iowa-state,1961.0,257.0,260.0,0,0,0.49709864603481624
iowa-state,1962.0,262.0,265.0,0,0,0.4971537001897533
iowa-state,1963.0,266.0,270.0,0,0,0.4962686567164179
iowa-state,1964.0,267.0,278.0,0,0,0.48990825688073397
iowa-state,1965.0,272.0,282.0,0,0,0.49097472924187724
iowa-state,1966.0,274.0,288.0,0,0,0.4875444839857651
iowa-state,1967.0,276.0,296.0,0,0,0.4825174825174825
iowa-state,1968.0,279.0,303.0,0,0,0.4793814432989691
iowa-state,1969.0,282.0,310.0,0,0,0.47635135135135137
iowa-state,1970.0,287.0,316.0,0,0,0.4759535655058043
iowa-state,1971.0,295.0,320.0,1,0,0.4796747967479675
iowa-state,1972.0,300.0,326.0,2,0,0.4792332268370607
iowa-state,1973.0,304.0,333.0,2,0,0.4772370486656201
iowa-state,1974.0,308.0,340.0,2,0,0.47530864197530864
iowa-state,1975.0,312.0,347.0,2,0,0.47344461305007585
iowa-state,1976.0,320.0,350.0,2,0,0.47761194029850745
iowa-state,1977.0,328.0,354.0,3,0,0.4809384164222874
iowa-state,1978.0,336.0,358.0,4,0,0.484149855907781
iowa-state,1979.0,339.0,366.0,4,0,0.4808510638297872
iowa-state,1980.0,345.0,371.0,4,0,0.4818435754189944
iowa-state,1981.0,350.0,376.0,4,0,0.4820936639118457
iowa-state,1982.0,354.0,382.0,4,0,0.48097826086956524
iowa-state,1983.0,358.0,389.0,4,0,0.47925033467202144
iowa-state,1984.0,360.0,396.0,4,0,0.47619047619047616
iowa-state,1985.0,365.0,402.0,4,0,0.4758800521512386
iowa-state,1986.0,371.0,407.0,4,0,0.4768637532133676
iowa-state,1987.0,374.0,415.0,4,0,0.4740177439797212
iowa-state,1988.0,379.0,421.0,4,0,0.47375
iowa-state,1989.0,385.0,426.0,4,0,0.4747225647348952
iowa-state,1990.0,389.0,432.0,4,0,0.47381242387332523
iowa-state,1991.0,392.0,439.0,4,0,0.4717208182912154
iowa-state,1992.0,396.0,446.0,4,0,0.47030878859857483
iowa-state,1993.0,399.0,454.0,4,0,0.46776084407971863
iowa-state,1994.0,399.0,464.0,4,0,0.4623406720741599
iowa-state,1995.0,402.0,472.0,4,0,0.459954233409611
iowa-state,1996.0,404.0,481.0,4,0,0.45649717514124294
iowa-state,1997.0,405.0,491.0,4,0,0.45200892857142855
iowa-state,1998.0,408.0,499.0,4,0,0.4498346196251378
iowa-state,1999.0,412.0,506.0,4,0,0.44880174291938996
iowa-state,2e3,421.0,509.0,5,1,0.45268817204301076
iowa-state,2001.0,428.0,514.0,6,1,0.4543524416135881
iowa-state,2002.0,435.0,521.0,7,1,0.45502092050209203
iowa-state,2003.0,437.0,531.0,7,1,0.45144628099173556
iowa-state,2004.0,444.0,536.0,8,2,0.4530612244897959
iowa-state,2005.0,451.0,541.0,9,2,0.45463709677419356
iowa-state,2006.0,455.0,549.0,9,2,0.4531872509960159
iowa-state,2007.0,458.0,558.0,9,2,0.4507874015748031
iowa-state,2008.0,460.0,568.0,9,2,0.4474708171206226
iowa-state,2009.0,467.0,574.0,10,3,0.44860710854947167
iowa-state,2010.0,472.0,581.0,10,3,0.4482431149097816
iowa-state,2011.0,478.0,588.0,11,3,0.44840525328330205
iowa-state,2012.0,484.0,595.0,12,3,0.448563484708063
iowa-state,2013.0,487.0,604.0,12,3,0.4463794683776352
iowa-state,2014.0,489.0,614.0,12,3,0.443336355394379
iowa-state,2015.0,492.0,623.0,12,3,0.4412556053811659
iowa-state,2016.0,495.0,632.0,12,3,0.4392191659272405
kansas,1901.0,3.0,5.0,0,0,0.375
kansas,1902.0,9.0,9.0,0,0,0.5
kansas,1903.0,15.0,12.0,0,0,0.5555555555555556
kansas,1904.0,23.0,13.0,0,0,0.6388888888888888
kansas,1905.0,33.0,14.0,0,0,0.7021276595744681
kansas,1906.0,40.0,16.0,0,0,0.7142857142857143
kansas,1907.0,45.0,19.0,0,0,0.703125
kansas,1908.0,54.0,19.0,0,0,0.7397260273972602
kansas,1909.0,62.0,20.0,0,0,0.7560975609756098
kansas,1910.0,68.0,21.0,0,0,0.7640449438202247
kansas,1911.0,72.0,23.0,0,0,0.7578947368421053
kansas,1912.0,76.0,27.0,0,0,0.7378640776699029
kansas,1913.0,81.0,30.0,0,0,0.7297297297297297
kansas,1914.0,86.0,32.0,0,0,0.7288135593220338
kansas,1915.0,92.0,34.0,0,0,0.7301587301587301
kansas,1916.0,96.0,37.0,0,0,0.7218045112781954
kansas,1917.0,102.0,39.0,0,0,0.723404255319149
kansas,1918.0,104.0,41.0,0,0,0.7172413793103448
kansas,1919.0,107.0,43.0,0,0,0.7133333333333334
kansas,1920.0,112.0,45.0,0,0,0.7133757961783439
kansas,1921.0,116.0,48.0,0,0,0.7073170731707317
kansas,1922.0,119.0,52.0,0,0,0.695906432748538
kansas,1923.0,124.0,52.0,0,0,0.7045454545454546
kansas,1924.0,126.0,57.0,0,0,0.6885245901639344
kansas,1925.0,128.0,62.0,0,0,0.6736842105263158
kansas,1926.0,130.0,68.0,0,0,0.6565656565656566
kansas,1927.0,133.0,72.0,0,0,0.6487804878048781
kansas,1928.0,135.0,76.0,0,0,0.6398104265402843
kansas,1929.0,139.0,80.0,0,0,0.634703196347032
kansas,1930.0,145.0,82.0,0,0,0.6387665198237885
kansas,1931.0,150.0,87.0,0,0,0.6329113924050633
kansas,1932.0,155.0,90.0,0,0,0.6326530612244898
kansas,1933.0,160.0,94.0,0,0,0.6299212598425197
kansas,1934.0,163.0,98.0,0,0,0.6245210727969349
kansas,1935.0,167.0,102.0,0,0,0.620817843866171
